"cond_open_sell_okft_buy_bitf","cond_open_buy_okft_sell_bitf","scaling","cond_close","profit","deals"
4.2,-4.2,1.5,1.4,"42.94",51
4.2,-4.2,1.5,1.6,"39.72",40
4.2,-4.2,1.5,1.8,"34.70",31
4.2,-4.2,1.5,2,"32.59",26
4.2,-4.2,1.5,2.2,"29.95",22
4.2,-4.2,1.5,2.4,"25.48",17
4.2,-4.2,1.5,2.6,"21.27",13
4.2,-4.2,1.5,2.8,"19.70",11
4.2,-4.2,1.5,3,"15.62",9
4.2,-4.2,2,0.6,"51.10",153
4.2,-4.2,2,0.8,"52.87",113
4.2,-4.2,2,1,"52.02",88
4.2,-4.2,2,1.2,"54.22",77
4.2,-4.2,2,1.4,"50.40",61
4.2,-4.2,2,1.6,"33.38",39
4.2,-4.2,2,1.8,"30.11",32
4.2,-4.2,2,2,"31.61",28
4.2,-4.2,2,2.2,"29.40",23
4.2,-4.2,2,2.4,"24.76",16
4.2,-4.2,2,2.6,"21.94",13
4.2,-4.2,2,2.8,"20.93",12
4.2,-4.2,2,3,"21.65",12
4.2,-4.2,2.5,0.6,"44.46",155
4.2,-4.2,2.5,0.8,"49.70",115
4.2,-4.2,2.5,1,"49.04",91
4.2,-4.2,2.5,1.2,"43.34",75
4.2,-4.2,2.5,1.4,"43.38",60
4.2,-4.2,2.5,1.6,"43.40",50
4.2,-4.2,2.5,1.8,"30.99",33
4.2,-4.2,2.5,2,"28.73",27
4.2,-4.2,2.5,2.2,"29.50",24
4.2,-4.2,2.5,2.4,"25.03",19
4.2,-4.2,2.5,2.6,"22.31",15
4.2,-4.2,2.5,2.8,"21.16",14
4.2,-4.2,2.5,3,"19.97",12
4.2,-4.2,3,0.6,"44.38",160
4.2,-4.2,3,0.8,"41.46",108
4.2,-4.2,3,1,"43.51",88
4.2,-4.2,3,1.2,"43.41",73
4.2,-4.2,3,1.4,"42.37",63
4.2,-4.2,3,1.6,"40.73",52
4.2,-4.2,3,1.8,"42.51",45
4.2,-4.2,3,2,"40.60",38
4.2,-4.2,3,2.2,"31.43",25
4.2,-4.2,3,2.4,"30.69",21
4.2,-4.2,3,2.6,"24.61",17
4.2,-4.2,3,2.8,"24.56",16
4.2,-4.2,3,3,"21.25",13
4.5,-4.5,1,0.6,"59.14",146
4.5,-4.5,1,0.8,"60.87",106
4.5,-4.5,1,1,"44.26",68
4.5,-4.5,1,1.2,"43.07",55
4.5,-4.5,1,1.4,"43.47",46
4.5,-4.5,1,1.6,"35.10",33
4.5,-4.5,1,1.8,"33.99",28
4.5,-4.5,1,2,"33.86",26
4.5,-4.5,1,2.2,"35.23",23
4.5,-4.5,1,2.4,"30.92",18
4.5,-4.5,1,2.6,"15.25",11
4.5,-4.5,1,2.8,"14.91",9
4.5,-4.5,1,3,"16.29",9
4.5,-4.5,1.5,0.6,"55.61",151
4.5,-4.5,1.5,0.8,"61.35",120
4.5,-4.5,1.5,1,"60.93",91
4.5,-4.5,1.5,1.2,"55.90",73
4.5,-4.5,1.5,1.4,"50.28",59
4.5,-4.5,1.5,1.6,"38.50",38
4.5,-4.5,1.5,1.8,"38.66",34
4.5,-4.5,1.5,2,"36.89",28
4.5,-4.5,1.5,2.2,"30.25",23
4.5,-4.5,1.5,2.4,"28.19",18
4.5,-4.5,1.5,2.6,"25.66",14
4.5,-4.5,1.5,2.8,"21.55",12
4.5,-4.5,1.5,3,"20.57",11
4.5,-4.5,2,0.6,"47.52",153
4.5,-4.5,2,0.8,"47.95",115
4.5,-4.5,2,1,"48.50",88
4.5,-4.5,2,1.2,"51.05",77
4.5,-4.5,2,1.4,"50.53",63
4.5,-4.5,2,1.6,"46.32",53
4.5,-4.5,2,1.8,"32.70",32
4.5,-4.5,2,2,"31.59",28
4.5,-4.5,2,2.2,"33.94",26
4.5,-4.5,2,2.4,"25.91",20
4.5,-4.5,2,2.6,"20.92",14
4.5,-4.5,2,2.8,"22.83",13
4.5,-4.5,2,3,"19.17",11
4.5,-4.5,2.5,0.6,"47.11",164
4.5,-4.5,2.5,0.8,"53.81",131
4.5,-4.5,2.5,1,"49.78",95
4.5,-4.5,2.5,1.2,"46.41",80
4.5,-4.5,2.5,1.4,"45.06",63
4.5,-4.5,2.5,1.6,"43.51",53
4.5,-4.5,2.5,1.8,"44.80",49
4.5,-4.5,2.5,2,"30.61",29
4.5,-4.5,2.5,2.2,"29.54",25
4.5,-4.5,2.5,2.4,"30.89",23
4.5,-4.5,2.5,2.6,"25.46",17
4.5,-4.5,2.5,2.8,"22.05",15
4.5,-4.5,2.5,3,"22.93",13
4.5,-4.5,3,0.6,"39.35",153
4.5,-4.5,3,0.8,"44.98",123
4.5,-4.5,3,1,"43.46",93
4.5,-4.5,3,1.2,"43.92",76
4.5,-4.5,3,1.4,"41.11",63
4.5,-4.5,3,1.6,"38.84",54
4.5,-4.5,3,1.8,"41.70",51
4.5,-4.5,3,2,"30.23",31
4.5,-4.5,3,2.2,"27.51",25
4.5,-4.5,3,2.4,"28.88",23
4.5,-4.5,3,2.6,"28.45",19
4.5,-4.5,3,2.8,"23.43",16
4.5,-4.5,3,3,"21.67",14
4.8,-4.8,1,0.6,"66.15",155
4.8,-4.8,1,0.8,"66.31",120
4.8,-4.8,1,1,"61.60",88
4.8,-4.8,1,1.2,"57.36",70
4.8,-4.8,1,1.4,"46.85",51
4.8,-4.8,1,1.6,"41.43",38
4.8,-4.8,1,1.8,"38.49",31
4.8,-4.8,1,2,"31.74",25
4.8,-4.8,1,2.2,"34.49",23
4.8,-4.8,1,2.4,"32.23",19
4.8,-4.8,1,2.6,"25.17",14
4.8,-4.8,1,2.8,"19.51",11
4.8,-4.8,1,3,"16.78",10
4.8,-4.8,1.5,0.6,"57.31",158
4.8,-4.8,1.5,0.8,"64.05",127
4.8,-4.8,1.5,1,"61.69",97
4.8,-4.8,1.5,1.2,"55.72",74
4.8,-4.8,1.5,1.4,"54.68",65
4.8,-4.8,1.5,1.6,"48.94",52
4.8,-4.8,1.5,1.8,"37.42",34
4.8,-4.8,1.5,2,"37.62",30
4.8,-4.8,1.5,2.2,"34.49",25
4.8,-4.8,1.5,2.4,"27.87",19
4.8,-4.8,1.5,2.6,"24.30",15
4.8,-4.8,1.5,2.8,"25.64",15
4.8,-4.8,1.5,3,"21.30",12
4.8,-4.8,2,0.6,"51.85",162
4.8,-4.8,2,0.8,"55.35",128
4.8,-4.8,2,1,"49.44",93
4.8,-4.8,2,1.2,"55.89",82
4.8,-4.8,2,1.4,"52.62",68
4.8,-4.8,2,1.6,"49.12",55
4.8,-4.8,2,1.8,"46.45",46
4.8,-4.8,2,2,"33.70",30
4.8,-4.8,2,2.2,"35.39",26
4.8,-4.8,2,2.4,"31.76",22
4.8,-4.8,2,2.6,"27.70",17
4.8,-4.8,2,2.8,"24.62",15
4.8,-4.8,2,3,"25.52",14
4.8,-4.8,2.5,0.6,"45.67",159
4.8,-4.8,2.5,0.8,"52.33",132
4.8,-4.8,2.5,1,"47.10",100
4.8,-4.8,2.5,1.2,"48.06",82
4.8,-4.8,2.5,1.4,"46.67",66
4.8,-4.8,2.5,1.6,"42.02",53
4.8,-4.8,2.5,1.8,"41.04",45
4.8,-4.8,2.5,2,"44.09",45
4.8,-4.8,2.5,2.2,"30.27",26
4.8,-4.8,2.5,2.4,"31.43",24
4.8,-4.8,2.5,2.6,"23.05",16
4.8,-4.8,2.5,2.8,"25.56",16
4.8,-4.8,2.5,3,"21.44",14
4.8,-4.8,3,0.6,"41.34",158
4.8,-4.8,3,0.8,"41.70",119
4.8,-4.8,3,1,"43.88",98
4.8,-4.8,3,1.2,"44.39",81
4.8,-4.8,3,1.4,"42.29",69
4.8,-4.8,3,1.6,"42.53",57
4.8,-4.8,3,1.8,"41.13",49
4.8,-4.8,3,2,"39.66",45
4.8,-4.8,3,2.2,"25.62",26
4.8,-4.8,3,2.4,"24.74",22
4.8,-4.8,3,2.6,"27.55",21
4.8,-4.8,3,2.8,"25.81",18
4.8,-4.8,3,3,"21.16",15
5.1,-5.1,1,0.6,"62.49",145
5.1,-5.1,1,0.8,"63.74",113
5.1,-5.1,1,1,"58.88",87
5.1,-5.1,1,1.2,"62.07",71
5.1,-5.1,1,1.4,"44.04",46
5.1,-5.1,1,1.6,"37.81",34
5.1,-5.1,1,1.8,"38.90",29
5.1,-5.1,1,2,"31.52",23
5.1,-5.1,1,2.2,"32.94",21
5.1,-5.1,1,2.4,"29.60",17
5.1,-5.1,1,2.6,"29.40",15
5.1,-5.1,1,2.8,"23.26",12
5.1,-5.1,1,3,"15.09",8
5.1,-5.1,1.5,0.6,"54.64",146
5.1,-5.1,1.5,0.8,"56.52",113
5.1,-5.1,1.5,1,"56.53",90
5.1,-5.1,1.5,1.2,"54.49",72
5.1,-5.1,1.5,1.4,"55.62",63
5.1,-5.1,1.5,1.6,"46.74",50
5.1,-5.1,1.5,1.8,"34.46",30
5.1,-5.1,1.5,2,"34.39",25
5.1,-5.1,1.5,2.2,"31.58",22
5.1,-5.1,1.5,2.4,"28.95",19
5.1,-5.1,1.5,2.6,"25.39",15
5.1,-5.1,1.5,2.8,"24.71",13
5.1,-5.1,1.5,3,"23.40",12
5.1,-5.1,2,0.6,"48.18",150
5.1,-5.1,2,0.8,"51.55",115
5.1,-5.1,2,1,"54.74",97
5.1,-5.1,2,1.2,"55.55",79
5.1,-5.1,2,1.4,"51.39",67
5.1,-5.1,2,1.6,"50.17",53
5.1,-5.1,2,1.8,"46.15",43
5.1,-5.1,2,2,"31.04",26
5.1,-5.1,2,2.2,"33.26",24
5.1,-5.1,2,2.4,"31.71",21
5.1,-5.1,2,2.6,"25.69",15
5.1,-5.1,2,2.8,"23.62",14
5.1,-5.1,2,3,"24.18",13
5.1,-5.1,2.5,0.6,"44.74",150
5.1,-5.1,2.5,0.8,"48.12",118
5.1,-5.1,2.5,1,"47.45",96
5.1,-5.1,2.5,1.2,"46.99",82
5.1,-5.1,2.5,1.4,"43.72",63
5.1,-5.1,2.5,1.6,"41.03",54
5.1,-5.1,2.5,1.8,"38.74",44
5.1,-5.1,2.5,2,"41.10",40
5.1,-5.1,2.5,2.2,"27.76",24
5.1,-5.1,2.5,2.4,"30.60",22
5.1,-5.1,2.5,2.6,"26.89",17
5.1,-5.1,2.5,2.8,"29.01",16
5.1,-5.1,2.5,3,"20.45",12
5.1,-5.1,3,0.6,"39.22",143
5.1,-5.1,3,0.8,"41.30",110
5.1,-5.1,3,1,"43.20",92
5.1,-5.1,3,1.2,"43.82",79
5.1,-5.1,3,1.4,"39.32",63
5.1,-5.1,3,1.6,"40.61",55
5.1,-5.1,3,1.8,"40.53",47
5.1,-5.1,3,2,"40.03",43
5.1,-5.1,3,2.2,"23.79",24
5.1,-5.1,3,2.4,"27.02",22
5.1,-5.1,3,2.6,"27.07",19
5.1,-5.1,3,2.8,"26.40",17
5.1,-5.1,3,3,"24.40",15
5.4,-5.4,1,0.6,"63.54",150
5.4,-5.4,1,0.8,"63.45",113
5.4,-5.4,1,1,"56.88",83
5.4,-5.4,1,1.2,"60.46",70
5.4,-5.4,1,1.4,"44.55",47
5.4,-5.4,1,1.6,"38.67",37
5.4,-5.4,1,1.8,"37.93",28
5.4,-5.4,1,2,"35.69",25
5.4,-5.4,1,2.2,"30.99",19
5.4,-5.4,1,2.4,"27.25",15
5.4,-5.4,1,2.6,"29.30",15
5.4,-5.4,1,2.8,"26.24",13
5.4,-5.4,1,3,"18.50",9
5.4,-5.4,1.5,0.6,"57.08",152
5.4,-5.4,1.5,0.8,"61.07",115
5.4,-5.4,1.5,1,"57.21",91
5.4,-5.4,1.5,1.2,"52.00",70
5.4,-5.4,1.5,1.4,"56.05",64
5.4,-5.4,1.5,1.6,"51.17",53
5.4,-5.4,1.5,1.8,"51.56",43
5.4,-5.4,1.5,2,"34.42",25
5.4,-5.4,1.5,2.2,"31.15",21
5.4,-5.4,1.5,2.4,"32.58",18
5.4,-5.4,1.5,2.6,"25.48",14
5.4,-5.4,1.5,2.8,"24.94",13
5.4,-5.4,1.5,3,"22.64",11
5.4,-5.4,2,0.6,"49.90",153
5.4,-5.4,2,0.8,"52.60",119
5.4,-5.4,2,1,"56.61",100
5.4,-5.4,2,1.2,"55.47",78
5.4,-5.4,2,1.4,"48.53",62
5.4,-5.4,2,1.6,"50.63",57
5.4,-5.4,2,1.8,"43.56",42
5.4,-5.4,2,2,"43.02",38
5.4,-5.4,2,2.2,"43.61",35
5.4,-5.4,2,2.4,"34.30",20
5.4,-5.4,2,2.6,"30.40",17
5.4,-5.4,2,2.8,"28.61",15
5.4,-5.4,2,3,"24.28",12
5.4,-5.4,2.5,0.6,"43.49",150
5.4,-5.4,2.5,0.8,"48.95",118
5.4,-5.4,2.5,1,"51.25",99
5.4,-5.4,2.5,1.2,"47.55",81
5.4,-5.4,2.5,1.4,"43.41",63
5.4,-5.4,2.5,1.6,"44.21",54
5.4,-5.4,2.5,1.8,"41.35",44
5.4,-5.4,2.5,2,"41.02",42
5.4,-5.4,2.5,2.2,"40.02",37
5.4,-5.4,2.5,2.4,"25.04",19
5.4,-5.4,2.5,2.6,"29.76",17
5.4,-5.4,2.5,2.8,"29.33",16
5.4,-5.4,2.5,3,"25.34",13
5.4,-5.4,3,0.6,"36.83",148
5.4,-5.4,3,0.8,"39.32",108
5.4,-5.4,3,1,"43.04",91
5.4,-5.4,3,1.2,"43.16",77
5.4,-5.4,3,1.4,"37.76",62
5.4,-5.4,3,1.6,"36.86",54
5.4,-5.4,3,1.8,"39.82",46
5.4,-5.4,3,2,"39.30",43
5.4,-5.4,3,2.2,"35.79",36
5.4,-5.4,3,2.4,"20.73",18
5.4,-5.4,3,2.6,"24.76",18
5.4,-5.4,3,2.8,"25.01",16
5.4,-5.4,3,3,"25.11",15
5.7,-5.7,1,0.6,"62.48",143
5.7,-5.7,1,0.8,"65.28",110
5.7,-5.7,1,1,"59.58",81
5.7,-5.7,1,1.2,"57.29",67
5.7,-5.7,1,1.4,"62.85",60
5.7,-5.7,1,1.6,"40.12",37
5.7,-5.7,1,1.8,"37.26",27
5.7,-5.7,1,2,"35.35",23
5.7,-5.7,1,2.2,"35.68",21
5.7,-5.7,1,2.4,"28.25",16
5.7,-5.7,1,2.6,"29.52",14
5.7,-5.7,1,2.8,"29.31",13
5.7,-5.7,1,3,"21.86",10
5.7,-5.7,1.5,0.6,"54.39",148
5.7,-5.7,1.5,0.8,"58.33",112
5.7,-5.7,1.5,1,"58.18",88
5.7,-5.7,1.5,1.2,"53.65",68
5.7,-5.7,1.5,1.4,"52.56",58
5.7,-5.7,1.5,1.6,"51.66",51
5.7,-5.7,1.5,1.8,"51.59",43
5.7,-5.7,1.5,2,"34.89",25
5.7,-5.7,1.5,2.2,"36.18",22
5.7,-5.7,1.5,2.4,"34.40",20
5.7,-5.7,1.5,2.6,"24.81",13
5.7,-5.7,1.5,2.8,"24.10",12
5.7,-5.7,1.5,3,"22.07",11
5.7,-5.7,2,0.6,"49.22",150
5.7,-5.7,2,0.8,"53.72",117
5.7,-5.7,2,1,"49.99",88
5.7,-5.7,2,1.2,"52.24",77
5.7,-5.7,2,1.4,"48.80",60
5.7,-5.7,2,1.6,"50.45",55
5.7,-5.7,2,1.8,"47.06",44
5.7,-5.7,2,2,"46.41",39
5.7,-5.7,2,2.2,"44.99",36
5.7,-5.7,2,2.4,"35.16",22
5.7,-5.7,2,2.6,"28.96",16
5.7,-5.7,2,2.8,"30.76",16
5.7,-5.7,2,3,"28.12",14
5.7,-5.7,2.5,0.6,"40.72",142
5.7,-5.7,2.5,0.8,"46.40",117
5.7,-5.7,2.5,1,"46.95",92
5.7,-5.7,2.5,1.2,"47.46",77
5.7,-5.7,2.5,1.4,"47.02",66
5.7,-5.7,2.5,1.6,"42.00",53
5.7,-5.7,2.5,1.8,"40.46",42
5.7,-5.7,2.5,2,"43.26",41
5.7,-5.7,2.5,2.2,"37.61",35
5.7,-5.7,2.5,2.4,"31.22",28
5.7,-5.7,2.5,2.6,"29.22",17
5.7,-5.7,2.5,2.8,"28.66",15
5.7,-5.7,2.5,3,"30.01",15
5.7,-5.7,3,0.6,"36.09",136
5.7,-5.7,3,0.8,"36.75",103
5.7,-5.7,3,1,"39.59",84
5.7,-5.7,3,1.2,"40.39",71
5.7,-5.7,3,1.4,"37.76",61
5.7,-5.7,3,1.6,"37.35",53
5.7,-5.7,3,1.8,"38.53",45
5.7,-5.7,3,2,"37.71",41
5.7,-5.7,3,2.2,"29.75",31
5.7,-5.7,3,2.4,"29.96",27
5.7,-5.7,3,2.6,"24.67",21
5.7,-5.7,3,2.8,"20.43",14
5.7,-5.7,3,3,"19.92",12
6,-6,1,0.6,"65.13",158
6,-6,1,0.8,"68.45",116
6,-6,1,1,"64.61",87
6,-6,1,1.2,"60.10",66
6,-6,1,1.4,"63.44",57
6,-6,1,1.6,"56.33",47
6,-6,1,1.8,"42.40",29
6,-6,1,2,"34.21",21
6,-6,1,2.2,"35.01",19
6,-6,1,2.4,"30.20",16
6,-6,1,2.6,"30.71",15
6,-6,1,2.8,"28.97",12
6,-6,1,3,"30.73",12
6,-6,1.5,0.6,"56.87",159
6,-6,1.5,0.8,"57.27",119
6,-6,1.5,1,"58.96",92
6,-6,1.5,1.2,"56.35",72
6,-6,1.5,1.4,"50.75",59
6,-6,1.5,1.6,"49.81",47
6,-6,1.5,1.8,"49.82",41
6,-6,1.5,2,"48.09",37
6,-6,1.5,2.2,"35.19",22
6,-6,1.5,2.4,"32.07",18
6,-6,1.5,2.6,"25.50",15
6,-6,1.5,2.8,"24.28",12
6,-6,1.5,3,"24.95",11
6,-6,2,0.6,"46.00",151
6,-6,2,0.8,"50.30",117
6,-6,2,1,"50.90",90
6,-6,2,1.2,"52.69",75
6,-6,2,1.4,"43.32",57
6,-6,2,1.6,"44.87",49
6,-6,2,1.8,"42.31",41
6,-6,2,2,"42.70",37
6,-6,2,2.2,"39.76",32
6,-6,2,2.4,"29.79",19
6,-6,2,2.6,"26.70",16
6,-6,2,2.8,"28.10",14
6,-6,2,3,"25.82",12
6,-6,2.5,0.6,"43.57",155
6,-6,2.5,0.8,"40.27",108
6,-6,2.5,1,"43.87",89
6,-6,2.5,1.2,"43.07",71
6,-6,2.5,1.4,"42.92",59
6,-6,2.5,1.6,"40.39",49
6,-6,2.5,1.8,"40.21",43
6,-6,2.5,2,"39.79",39
6,-6,2.5,2.2,"38.42",34
6,-6,2.5,2.4,"36.47",29
6,-6,2.5,2.6,"33.12",24
6,-6,2.5,2.8,"25.76",15
6,-6,2.5,3,"27.20",14
6,-6,3,0.6,"38.58",147
6,-6,3,0.8,"36.76",105
6,-6,3,1,"39.48",83
6,-6,3,1.2,"38.52",68
6,-6,3,1.4,"39.96",60
6,-6,3,1.6,"37.27",50
6,-6,3,1.8,"38.08",45
6,-6,3,2,"38.43",40
6,-6,3,2.2,"33.29",32
6,-6,3,2.4,"34.35",28
6,-6,3,2.6,"33.37",26
6,-6,3,2.8,"23.60",15
6,-6,3,3,"21.23",13
